cohort_month,month_number,retained_users,retention_rate
2025-03-01 00:00:00+05:30,9,4,23.53
2025-04-01 00:00:00+05:30,0,19,100
2025-04-01 00:00:00+05:30,1,6,31.58
2025-04-01 00:00:00+05:30,2,4,21.05
2025-04-01 00:00:00+05:30,3,9,47.37
2025-04-01 00:00:00+05:30,4,4,21.05
2025-04-01 00:00:00+05:30,5,4,21.05
2025-04-01 00:00:00+05:30,6,3,15.79
2025-04-01 00:00:00+05:30,7,5,26.32
2025-04-01 00:00:00+05:30,8,2,10.53
2025-05-01 00:00:00+05:30,0,11,100
2025-05-01 00:00:00+05:30,2,1,9.09
2025-05-01 00:00:00+05:30,3,3,27.27
2025-05-01 00:00:00+05:30,4,3,27.27
2025-05-01 00:00:00+05:30,5,1,9.09
2025-05-01 00:00:00+05:30,6,3,27.27
2025-05-01 00:00:00+05:30,7,2,18.18
2025-06-01 00:00:00+05:30,0,6,100
2025-06-01 00:00:00+05:30,1,2,33.33
2025-06-01 00:00:00+05:30,2,3,50
2025-06-01 00:00:00+05:30,3,2,33.33
2025-06-01 00:00:00+05:30,4,2,33.33
2025-06-01 00:00:00+05:30,5,2,33.33
2025-06-01 00:00:00+05:30,6,3,50
2025-07-01 00:00:00+05:30,0,5,100
2025-07-01 00:00:00+05:30,1,3,60
2025-07-01 00:00:00+05:30,2,1,20
2025-07-01 00:00:00+05:30,3,2,40
2025-07-01 00:00:00+05:30,4,1,20
2025-07-01 00:00:00+05:30,5,1,20
2025-08-01 00:00:00+05:30,0,2,100
2025-08-01 00:00:00+05:30,1,2,100
2025-08-01 00:00:00+05:30,3,1,50
2025-09-01 00:00:00+05:30,0,1,100
2025-09-01 00:00:00+05:30,1,1,100
2025-09-01 00:00:00+05:30,2,1,100
2025-10-01 00:00:00+05:30,0,4,100
2025-10-01 00:00:00+05:30,1,1,25
2025-10-01 00:00:00+05:30,2,1,25
2025-11-01 00:00:00+05:30,0,4,100
2025-11-01 00:00:00+05:30,1,1,25
2025-12-01 00:00:00+05:30,0,3,100
