"campaign_id","channel","region","month","fiscal_year","month_number","new_users","active_customers","orders","impressions","clicks","net_revenue","refund_leakage","gross_margin","marketing_spend","contribution_profit","roas","cac","gross_margin_pct","refund_rate_pct","revenue_per_customer"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-02-01",2025,2,"6","40","49","91277","3503","9200.48","4365.79","2890.98","5319.37","-2866.67","1.73","886.56","31.42","12.24","230.01"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-03-01",2025,3,"11","35","65","128547","4740","10539.89","431.79","3941.98","6448.90","-3104.94","1.63","586.26","37.40","6.15","301.14"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-04-01",2025,4,"9","42","70","141439","4501","20169.13","1528.00","6279.47","6336.17","-780.62","3.18","704.02","31.13","7.14","480.22"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-05-01",2025,5,"7","47","77","152820","5547","15502.39","3923.63","4715.61","8058.50","-3985.67","1.92","1151.21","30.42","18.18","329.84"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-06-01",2025,6,"9","36","60","183155","5828","12269.84","2616.22","3725.00","7453.32","-4264.83","1.65","828.15","30.36","13.33","340.83"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-07-01",2025,7,"17","43","68","163208","5105","19681.34","1367.55","5880.64","6924.78","-1769.42","2.84","407.34","29.88","8.82","457.71"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-08-01",2025,8,"5","48","89","165630","4984","14539.86","3147.17","5196.77","7100.89","-2703.37","2.05","1420.18","35.74","5.62","302.91"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-09-01",2025,9,"14","44","81","131533","5209","13746.96","3571.97","5278.10","7162.88","-2563.53","1.92","511.63","38.39","13.58","312.43"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-10-01",2025,10,"13","75","137","175492","5434","30795.38","3668.74","9679.25","7784.53","549.70","3.96","598.81","31.43","5.84","410.61"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-11-01",2025,11,"10","98","199","174282","6754","37238.82","6970.15","12946.45","9547.66","1568.40","3.90","954.77","34.77","10.05","379.99"
"Amazon Ads_PROMO_2","Amazon Ads","EMEA","2025-12-01",2025,12,"24","100","256","231292","7149","58824.18","11214.77","18908.11","10631.40","5776.82","5.53","442.98","32.14","6.64","588.24"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-01-01",2023,1,"3","0","0","42140","1397","0.00","0.00","0.00","2193.85","-2193.85","0.00","731.28",NULL,NULL,NULL
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-02-01",2023,2,"2","2","3","40917","1342","181.16","0.00","63.19","1921.20","-1885.03","0.09","960.60","34.88","0.00","90.58"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-03-01",2023,3,"2","4","11","44435","1650","924.56","0.00","290.41","2295.04","-2088.17","0.40","1147.52","31.41","0.00","231.14"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-04-01",2023,4,"0","5","10","53691","2060","1213.41","0.00","529.45","2633.01","-2194.23","0.46",NULL,"43.63","0.00","242.68"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-05-01",2023,5,"4","4","9","58127","1876","902.34","0.00","290.30","2648.87","-2427.92","0.34","662.22","32.17","0.00","225.59"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-06-01",2023,6,"1","6","17","48542","1836","1900.27","0.00","683.72","2703.67","-2156.18","0.70","2703.67","35.98","0.00","316.71"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-07-01",2023,7,"3","8","16","60295","1904","1919.01","0.00","767.13","2850.79","-2234.28","0.67","950.26","39.98","0.00","239.88"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-08-01",2023,8,"0","8","16","59816","1928","1406.37","0.00","588.00","2800.60","-2372.94","0.50",NULL,"41.81","0.00","175.80"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-09-01",2023,9,"4","13","24","60299","2129","3641.90","58.15","1160.23","2927.52","-1981.98","1.24","731.88","31.86","4.17","280.15"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-10-01",2023,10,"3","15","27","64965","2401","2825.03","331.79","1032.92","3442.46","-2640.90","0.82","1147.49","36.56","7.41","188.34"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-11-01",2023,11,"6","12","33","91997","2786","5299.80","223.50","1700.95","3841.16","-2428.34","1.38","640.19","32.09","9.09","441.65"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2023-12-01",2023,12,"4","15","29","103721","3484","5858.30","266.85","1830.18","4934.73","-3382.23","1.19","1233.68","31.24","6.90","390.55"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-01-01",2024,1,"1","13","18","58119","2018","2099.27","183.02","848.44","2756.41","-2062.81","0.76","2756.41","40.42","11.11","161.48"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-02-01",2024,2,"1","14","26","48481","1550","7918.43","225.96","1818.88","2219.16","-684.04","3.57","2219.16","22.97","3.85","565.60"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-03-01",2024,3,"1","8","18","47044","1820","2505.83","1210.25","679.59","2740.64","-2228.04","0.91","2740.64","27.12","11.11","313.23"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-04-01",2024,4,"2","9","14","55927","2043","1358.57","299.25","491.87","3086.77","-2707.37","0.44","1543.39","36.20","7.14","150.95"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-05-01",2024,5,"1","10","18","69520","2526","3906.04","0.00","1120.87","3665.54","-2742.03","1.07","3665.54","28.70","0.00","390.60"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-06-01",2024,6,"7","12","16","62723","2078","2785.49","220.91","814.38","2921.55","-2238.96","0.95","417.36","29.24","6.25","232.12"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-07-01",2024,7,"8","15","34","61579","1923","7210.20","1096.58","1931.52","2746.04","-1147.74","2.63","343.26","26.79","2.94","480.68"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-08-01",2024,8,"4","14","21","60731","2079","2417.63","57.47","964.94","3094.89","-2282.96","0.78","773.72","39.91","4.76","172.69"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-09-01",2024,9,"5","17","24","69918","2489","2035.68","236.85","740.05","3526.47","-2935.29","0.58","705.29","36.35","16.67","119.75"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-10-01",2024,10,"5","19","30","59867","2265","4136.93","1342.49","1309.69","3351.89","-2322.19","1.23","670.38","31.66","6.67","217.73"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-11-01",2024,11,"9","33","71","89722","3154","6096.77","982.36","2241.64","4876.24","-3226.32","1.25","541.80","36.77","7.04","184.75"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2024-12-01",2024,12,"6","36","84","125784","4008","9840.45","2680.27","3379.83","5734.66","-3088.14","1.72","955.78","34.35","5.95","273.35"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-01-01",2025,1,"4","34","58","62209","2105","5830.62","559.24","1979.92","2972.78","-1478.50","1.96","743.20","33.96","5.17","171.49"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-02-01",2025,2,"4","25","50","50620","1966","7736.06","391.00","2359.29","2640.80","-751.76","2.93","660.20","30.50","2.00","309.44"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-03-01",2025,3,"2","30","44","91469","2696","5567.10","479.47","2007.20","3789.96","-2187.14","1.47","1894.98","36.05","2.27","185.57"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-04-01",2025,4,"3","26","49","66649","2324","5939.49","1042.22","1959.83","3250.21","-1689.02","1.83","1083.40","33.00","6.12","228.44"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-05-01",2025,5,"6","33","63","97861","3232","9067.36","756.47","2756.51","4471.70","-2237.07","2.03","745.28","30.40","9.52","274.77"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-06-01",2025,6,"1","26","58","91632","2698","7820.45","313.65","2300.72","3969.75","-2190.37","1.97","3969.75","29.42","3.45","300.79"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-07-01",2025,7,"2","26","51","65543","2199","8333.39","1933.16","2329.05","3578.91","-1674.71","2.33","1789.46","27.95","11.76","320.52"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-08-01",2025,8,"4","26","33","75987","2568","4425.64","1073.44","1248.72","3668.41","-2703.60","1.21","917.10","28.22","6.06","170.22"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-09-01",2025,9,"8","25","55","94798","2791","5976.56","981.99","2043.19","4067.87","-2456.11","1.47","508.48","34.19","9.09","239.06"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-10-01",2025,10,"5","32","82","77924","2914","9513.96","901.43","3299.53","4677.68","-2098.21","2.03","935.54","34.68","6.10","297.31"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-11-01",2025,11,"9","50","153","98223","3386","18570.95","4805.12","6535.02","4837.92","392.96","3.84","537.55","35.19","5.23","371.42"
"Amazon Ads_PROMO_2","Amazon Ads","LATAM","2025-12-01",2025,12,"7","61","207","151158","4241","27678.58","2031.98","9299.93","6045.98","1504.35","4.58","863.71","33.60","5.80","453.75"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-01-01",2023,1,"6","2","4","112003","3885","1245.18","0.00","445.13","5446.95","-5050.87","0.23","907.83","35.75","0.00","622.59"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-02-01",2023,2,"2","3","4","82152","3239","873.07","0.00","350.17","4879.23","-4563.41","0.18","2439.62","40.11","0.00","291.02"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-03-01",2023,3,"9","7","12","110884","4294","1736.57","176.38","752.53","6131.86","-5482.89","0.28","681.32","43.33","8.33","248.08"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-04-01",2023,4,"6","9","15","137485","4698","2086.32","216.90","962.83","6584.98","-5735.13","0.32","1097.50","46.15","13.33","231.81"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-05-01",2023,5,"10","11","21","142606","4835","2257.12","156.13","1103.88","6856.77","-5936.77","0.33","685.68","48.91","4.76","205.19"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-06-01",2023,6,"7","18","29","112682","4632","4885.72","298.42","2086.87","6636.55","-4859.50","0.74","948.08","42.71","3.45","271.43"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-07-01",2023,7,"6","22","37","121422","4032","5894.95","1509.84","2135.01","5552.12","-3740.56","1.06","925.35","36.22","5.41","267.95"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-08-01",2023,8,"11","25","38","158120","5182","9016.87","300.23","2882.67","7372.17","-4869.38","1.22","670.20","31.97","5.26","360.67"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-09-01",2023,9,"7","20","34","134896","5285","7317.07","1774.95","2305.68","7541.55","-5521.12","0.97","1077.36","31.51","20.59","365.85"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-10-01",2023,10,"6","23","39","229640","6980","9137.44","434.79","3017.02","10037.97","-7422.50","0.91","1673.00","33.02","5.13","397.28"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-11-01",2023,11,"14","37","63","210812","6510","9682.64","1614.75","3715.02","9351.57","-6199.41","1.04","667.97","38.37","6.35","261.69"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2023-12-01",2023,12,"16","46","67","249726","7891","13752.61","1817.47","4512.13","10204.99","-6348.50","1.35","637.81","32.81","7.46","298.97"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-01-01",2024,1,"2","33","47","115276","4118","12449.74","2262.07","4135.62","5701.86","-2062.41","2.18","2850.93","33.22","8.51","377.26"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-02-01",2024,2,"9","38","48","125534","4250","7821.10","2612.11","2960.30","5912.44","-3360.22","1.32","656.94","37.85","16.67","205.82"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-03-01",2024,3,"5","27","33","134631","4540","5495.57","271.42","2282.52","6784.36","-4807.53","0.81","1356.87","41.53","6.06","203.54"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-04-01",2024,4,"6","30","41","153441","5545","6582.37","3544.10","2434.87","7642.91","-5599.96","0.86","1273.82","36.99","12.20","219.41"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-05-01",2024,5,"15","32","49","150403","5875","10104.18","787.84","3586.27","8416.80","-5327.01","1.20","561.12","35.49","4.08","315.76"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-06-01",2024,6,"7","33","42","166803","5566","7820.69","499.42","2731.65","7484.74","-5104.99","1.04","1069.25","34.93","4.76","236.99"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-07-01",2024,7,"6","27","41","163580","5384","7774.49","1404.23","2512.04","7633.19","-5516.83","1.02","1272.20","32.31","7.32","287.94"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-08-01",2024,8,"20","34","51","153946","5564","10649.05","814.53","3708.43","7940.40","-4700.70","1.34","397.02","34.82","7.84","313.21"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-09-01",2024,9,"7","31","48","160690","6008","9453.57","0.00","3663.38","8609.37","-5418.45","1.10","1229.91","38.75","0.00","304.95"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-10-01",2024,10,"14","42","55","181681","6631","13847.71","853.32","4664.04","10023.73","-5932.69","1.38","715.98","33.68","7.27","329.71"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-11-01",2024,11,"10","59","93","280573","9018","19259.03","5808.19","6331.65","11951.40","-6491.23","1.61","1195.14","32.88","15.05","326.42"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2024-12-01",2024,12,"12","70","105","243763","7740","24118.64","4356.67","7436.39","11736.22","-5317.10","2.06","978.02","30.83","11.43","344.55"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-01-01",2025,1,"11","42","63","144940","5299","10568.15","3650.85","4035.35","7624.94","-4131.83","1.39","693.18","38.18","11.11","251.62"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-02-01",2025,2,"8","46","56","150954","4771","19459.40","2701.66","5424.63","6988.83","-2168.53","2.78","873.60","27.88","17.86","423.03"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-03-01",2025,3,"11","38","58","186116","6443","13865.67","2994.46","4530.25","8941.67","-4955.99","1.55","812.88","32.67","10.34","364.89"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-04-01",2025,4,"12","43","57","207183","5950","13342.13","1297.47","4689.19","8809.04","-4692.59","1.51","734.09","35.15","7.02","310.28"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-05-01",2025,5,"10","54","87","188635","6602","24225.60","1769.45","7668.61","9754.94","-3006.74","2.48","975.49","31.65","5.75","448.62"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-06-01",2025,6,"13","53","96","210907","6798","13327.70","8632.13","5038.55","9621.78","-5395.45","1.39","740.14","37.81","15.63","251.47"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-07-01",2025,7,"11","51","81","199346","6283","22950.76","1599.62","7146.31","8143.50","-1820.84","2.82","740.32","31.14","7.41","450.01"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-08-01",2025,8,"7","53","94","173201","5726","24756.30","1785.40","8209.23","8947.29","-1675.01","2.77","1278.18","33.16","12.77","467.10"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-09-01",2025,9,"15","59","99","197806","6920","28339.81","5833.43","8363.80","9805.26","-2440.69","2.89","653.68","29.51","11.11","480.34"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-10-01",2025,10,"17","58","118","165177","5598","33155.81","2744.99","10474.46","8966.70","229.78","3.70","527.45","31.59","4.24","571.65"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-11-01",2025,11,"16","105","233","272796","8697","58612.77","11602.81","19007.46","12342.20","4281.94","4.75","771.39","32.43","6.44","558.22"
"Amazon Ads_PROMO_2","Amazon Ads","North America","2025-12-01",2025,12,"18","113","260","321213","9748","54194.04","8772.72","18453.25","13918.00","2111.10","3.89","773.22","34.05","9.62","479.59"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-01-01",2023,1,"2","0","0","90675","3097","0.00","0.00","0.00","4330.72","-4330.72","0.00","2165.36",NULL,NULL,NULL
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-02-01",2023,2,"4","1","1","80926","2737","52.29","0.00","18.63","3710.76","-3701.34","0.01","927.69","35.63","0.00","52.29"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-03-01",2023,3,"3","2","11","112572","3463","1138.36","65.87","424.28","5124.95","-4781.43","0.22","1708.32","37.27","9.09","569.18"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-04-01",2023,4,"9","4","10","102046","3360","1612.53","0.00","518.78","4592.28","-4175.63","0.35","510.25","32.17","0.00","403.13"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-05-01",2023,5,"9","12","23","123970","3741","1611.62","261.99","687.02","5887.01","-5382.35","0.27","654.11","42.63","8.70","134.30"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-06-01",2023,6,"8","18","33","109168","3569","3348.64","335.87","1325.21","5089.86","-4027.56","0.66","636.23","39.57","9.09","186.04"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-07-01",2023,7,"12","25","44","110663","3802","5691.66","545.64","1988.53","5266.08","-3638.01","1.08","438.84","34.94","13.64","227.67"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-08-01",2023,8,"8","28","61","106220","3485","7317.91","1451.31","2483.15","5000.15","-3034.30","1.46","625.02","33.93","8.20","261.35"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-09-01",2023,9,"13","29","62","124334","4581","8404.42","161.42","2915.88","5832.74","-3427.42","1.44","448.67","34.69","4.84","289.81"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-10-01",2023,10,"11","40","67","141285","4733","10856.84","2002.83","3666.10","6555.09","-3461.09","1.66","595.92","33.77","7.46","271.42"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-11-01",2023,11,"6","55","122","137175","4722","22349.69","982.83","6441.10","7042.46","-1700.89","3.17","1173.74","28.82","4.10","406.36"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2023-12-01",2023,12,"16","59","123","171954","6266","19266.59","3335.55","5893.72","8635.98","-3826.16","2.23","539.75","30.59","7.32","326.55"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-01-01",2024,1,"6","51","80","110895","3652","8054.33","291.81","3146.18","5006.32","-2517.93","1.61","834.39","39.06","5.00","157.93"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-02-01",2024,2,"5","38","64","97522","3189","10947.33","3257.67","3185.81","4386.72","-1747.23","2.50","877.34","29.10","12.50","288.09"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-03-01",2024,3,"12","42","62","126331","4177","9682.78","1115.56","3009.15","5893.52","-3467.10","1.64","491.13","31.08","4.84","230.54"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-04-01",2024,4,"15","47","86","123546","4375","10210.82","545.63","3363.20","5945.98","-3326.60","1.72","396.40","32.94","5.81","217.25"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-05-01",2024,5,"11","52","94","98747","3732","11721.13","2233.42","3899.03","5970.32","-2828.50","1.96","542.76","33.26","10.64","225.41"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-06-01",2024,6,"8","39","78","152714","4832","7897.01","1425.75","2764.28","6749.93","-4622.47","1.17","843.74","35.00","10.26","202.49"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-07-01",2024,7,"7","52","82","152506","4844","10412.29","3191.78","3589.92","6514.02","-3593.41","1.60","930.57","34.48","7.32","200.24"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-08-01",2024,8,"13","53","85","129564","4452","9280.76","1874.92","3109.11","6105.94","-3651.93","1.52","469.69","33.50","11.76","175.11"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-09-01",2024,9,"12","59","88","134852","5187","14612.46","517.01","4385.51","7577.37","-4006.81","1.93","631.45","30.01","3.41","247.67"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-10-01",2024,10,"10","59","86","180531","5941","8464.82","1616.07","3024.26","7590.16","-5264.65","1.12","759.02","35.73","6.98","143.47"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-11-01",2024,11,"20","105","194","217895","6524","24988.62","1831.61","8444.94","9040.73","-2331.25","2.76","452.04","33.80","3.09","237.99"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2024-12-01",2024,12,"25","116","212","222687","7384","30318.20","3552.12","9875.65","11079.66","-3091.42","2.74","443.19","32.57","6.13","261.36"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-01-01",2025,1,"6","74","123","127037","4450","14201.00","1947.34","4980.97","6105.46","-2148.53","2.33","1017.58","35.07","6.50","191.91"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-02-01",2025,2,"12","57","92","118007","3500","13931.33","2021.75","4364.35","5383.33","-1847.73","2.59","448.61","31.33","4.35","244.41"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-03-01",2025,3,"16","72","108","137165","4757","17160.32","1498.61","5177.52","7042.32","-2797.39","2.44","440.15","30.17","5.56","238.34"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-04-01",2025,4,"4","68","99","183827","5607","13147.59","967.83","4310.08","7571.14","-4101.49","1.74","1892.79","32.78","6.06","193.35"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-05-01",2025,5,"11","70","107","145498","5086","11664.92","3017.84","4074.56","7356.12","-4151.79","1.59","668.74","34.93","10.28","166.64"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-06-01",2025,6,"11","61","99","139952","5573","10687.64","889.25","3992.32","8355.80","-5207.36","1.28","759.62","37.35","5.05","175.21"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-07-01",2025,7,"11","64","100","145461","4968","11605.81","3215.92","3780.11","6833.38","-3909.24","1.70","621.22","32.57","7.00","181.34"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-08-01",2025,8,"14","78","132","184293","6224","18072.79","1198.43","5569.22","7738.41","-3378.71","2.34","552.74","30.82","5.30","231.70"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-09-01",2025,9,"12","76","151","168494","5720","21095.77","1170.95","6942.18","8018.48","-2347.59","2.63","668.21","32.91","4.64","277.58"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-10-01",2025,10,"11","70","158","195962","6851","19459.57","1867.03","6793.52","9729.78","-4308.14","2.00","884.53","34.91","5.70","277.99"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-11-01",2025,11,"11","127","271","192074","7563","34212.72","2806.82","11453.80","10108.93","-1029.73","3.38","918.99","33.48","3.32","269.39"
"Amazon Ads_PROMO_3","Amazon Ads","APAC","2025-12-01",2025,12,"14","138","323","231507","8532","40971.45","3962.62","13986.95","11549.49","-351.11","3.55","824.96","34.14","6.19","296.89"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-01-01",2023,1,"4","2","2","111425","4074","37.65","0.00","21.93","5990.97","-5977.28","0.01","1497.74","58.25","0.00","18.83"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-02-01",2023,2,"0","1","1","98028","3370","62.85","0.00","25.80","5055.37","-5038.41","0.01",NULL,"41.05","0.00","62.85"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-03-01",2023,3,"3","4","9","154834","4563","771.75","0.00","379.06","6637.40","-6339.98","0.12","2212.47","49.12","0.00","192.94"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-04-01",2023,4,"7","3","7","128961","4582","367.31","63.06","128.33","6183.12","-6105.07","0.06","883.30","34.94","14.29","122.44"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-05-01",2023,5,"8","8","15","160378","5337","3105.05","32.04","1136.77","7897.34","-6901.70","0.39","987.17","36.61","6.67","388.13"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-06-01",2023,6,"5","11","20","188541","5823","2958.61","482.79","937.90","7300.46","-6530.39","0.41","1460.09","31.70","10.00","268.96"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-07-01",2023,7,"5","16","21","129353","4443","2936.09","52.74","966.76","6513.61","-5715.46","0.45","1302.72","32.93","4.76","183.51"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-08-01",2023,8,"4","16","25","168859","5240","5327.80","0.00","1526.31","7261.40","-5989.96","0.73","1815.35","28.65","0.00","332.99"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-09-01",2023,9,"6","18","24","123332","4413","2009.40","0.00","838.49","6887.48","-6239.76","0.29","1147.91","41.73","0.00","111.63"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-10-01",2023,10,"12","18","27","142937","5593","2665.03","0.00","1070.79","7931.65","-7083.87","0.34","660.97","40.18","0.00","148.06"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-11-01",2023,11,"17","39","57","195420","6571","8602.49","264.87","2893.45","9145.31","-6787.59","0.94","537.96","33.64","1.75","220.58"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2023-12-01",2023,12,"12","36","86","201320","7621","16404.40","256.81","5273.35","10987.51","-6577.86","1.49","915.63","32.15","2.33","455.68"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-01-01",2024,1,"6","33","56","128379","4604","12624.85","1370.55","3600.28","6388.36","-3319.65","1.98","1064.73","28.52","12.50","382.57"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-02-01",2024,2,"2","34","51","140952","4320","8800.68","734.09","2913.67","5865.69","-3403.38","1.50","2932.85","33.11","7.84","258.84"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-03-01",2024,3,"6","34","52","155948","4932","5965.50","203.45","2221.00","7166.74","-5421.52","0.83","1194.46","37.23","3.85","175.46"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-04-01",2024,4,"10","33","46","137584","4945","6874.79","1679.77","2318.41","7446.05","-5490.05","0.92","744.61","33.72","10.87","208.33"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-05-01",2024,5,"6","34","47","146632","5524","7246.44","420.07","2513.13","8080.99","-6001.20","0.90","1346.83","34.68","8.51","213.13"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-06-01",2024,6,"10","30","52","165706","5311","16168.56","1632.30","4451.18","7239.17","-3344.70","2.23","723.92","27.53","13.46","538.95"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-07-01",2024,7,"9","41","69","166131","5167","14695.14","1497.38","3928.25","7875.09","-4576.21","1.87","875.01","26.73","10.14","358.42"
"Amazon Ads_PROMO_3","Amazon Ads","EMEA","2024-08-01",2024,8,"10","34","54","157288","4987","9046.56","1952.77","2902.15","7135.35","-4675.57","1.27","713.54","32.08","9.26","266.08"
